Titre,Origine,Source Statuts,Age Rating,Date de sortie,Total Chapter,Type,Genres,Image 
"
Mint Na Bokura
",Japon,Terminé,+12ans,1998,6,Shōjo,"SchoolLife,Comédie,Romance,GenderBender,Crossdressing",https://www.japscan.me/imgs/mangas/mint-na-bokura.jpg
"
Minuscule
",Japon,EnCours,+10ans,2012,9,Seinen,"Fantastique,TrancheDeVie,Comédie,Aventure,Quotidien,Apprentissage,Nature,Animaux",https://www.japscan.me/imgs/mangas/minuscule.jpg
"
Miracle App Store
",CoréeDuSud,EnCours,+10ans,null,28,Seinen,"Fantastique,TrancheDeVie,Comédie,Aventure,Quotidien,Apprentissage,Nature,Animaux",https://www.japscan.me/imgs/mangas/miracle-app-store.jpg
"
Miracle Hero!
",CoréeDuSud,EnCours,+14ans,2021,8,Shōnen,"Fantastique,Surnaturel,Action,Comédie,Aventure,Webtoon",https://www.japscan.me/imgs/mangas/miracle-hero.jpg
"
Mirai Nikki
",Japon,Terminé,+14ans,2006,12,Shōnen,"Suspense,Fantastique,Drame,Mature,Mystère,Psychologique,SchoolLife,Surnaturel,Action,Horreur,Gore,Ecole,Romance,Tragédie,Mort,Détective,Crime,Vengeance,Thriller,Survival,SurvivalGame,Assassinat,VoyageTemporel,Fantasy,Terrorisme",https://www.japscan.me/imgs/mangas/mirai-nikki.jpg
"
Mirai Nikki – Mosaic
",Japon,Terminé,+14ans,2008,1,Seinen,"Suspense,Fantastique,Drame,Mystère,Action,Horreur,Gore,Comédie,Romance,Psychologie,Mort,Détective,Crime,Vengeance,SurvivalGame,Assassinat,VoyageTemporel,Terrorisme",https://www.japscan.me/imgs/mangas/mirai-nikki-mosaic.jpg
"
Mirai Nikki - Redial
",Japon,Terminé,+14ans,2012,2,Shounen,"Drame,Mystère,Romance,Science-fiction,Psychologie",https://www.japscan.me/imgs/mangas/mirai-nikki-redial.jpg
"
Miroirs
",Japon,EnCours,+14ans,2021,3,Shounen,null,https://www.japscan.me/imgs/mangas/miroirs.jpg
"
Mirror Girl
",CoréeDuSud,Terminé,+14ans,2011,24,"Shōnen,Seinen","Drame,Mystère,Psychologique,Surnaturel,Action,TrancheDeVie,Romance,Tragédie,Webtoon",https://www.japscan.me/imgs/mangas/mirror-girl.jpg
"
Mir's Legend - The Forgotten Ones
",CoréeDuSud,EnCours,+14ans,null,4,"Shōnen,Seinen","Drame,Mystère,Psychologique,Surnaturel,Action,TrancheDeVie,Romance,Tragédie,Webtoon",https://www.japscan.me/imgs/mangas/mir-s-legend-the-forgotten-ones.jpg
"
""Mi"" Seijuku
",Japon,EnCours,+14ans,2016,10,"Shōjo,Josei","Drame,TrancheDeVie,Romance,Smut,SliceOfLife",https://www.japscan.me/imgs/mangas/mi-seijuku.jpg
"
Miseru, Mitsumeru, Futari Dake
",Japon,Terminé,+16ans,2019,6,Seinen,"Mature,SchoolLife,Ecchi,Comédie,Romance,Psychologie",https://www.japscan.me/imgs/mangas/miseru-mitsumeru-futari-dake.jpg
"
Mishima Boys - Coup D'Ètat
",Japon,EnCours,+14ans,2015,2,Seinen,"Politique,Historique,Thriller",https://www.japscan.me/imgs/mangas/mishima-boys-coup-d-etat.jpg
"
Misiryeong
",CoréeDuSud,EnCours,+12ans,2017,19,Seinen,"Fantastique,Mystère,SchoolLife,Action,Tragédie,Webtoon",https://www.japscan.me/imgs/mangas/misiryeong.jpg
"
Miss 180
",Japon,EnCours,+12ans,2020,1.1,Shōjo,"Drame,SchoolLife,TrancheDeVie,Comédie,Romance,Webtoon,Crossdressing",https://www.japscan.me/imgs/mangas/miss-180.jpg
"
Mission In Harem
",Japon,EnCours,+12ans,2018,1,Shōnen,"SchoolLife,Ecchi,TrancheDeVie,Comédie,Harem,GenderBender,Crossdressing",https://www.japscan.me/imgs/mangas/mission-in-harem.jpg
"
Mission: Yozakura Family
",Japon,EnCours,+12ans,2019,12,Shōnen,"Surnaturel,Mariage,Action,Comédie,Romance,Famille,Espionnage",https://www.japscan.me/imgs/mangas/mission-yozakura-family.jpg
"
Miss Kobayashi's Dragon Maid
",Japon,EnCours,+14ans,2013,12,Seinen,"Fantastique,Drame,Surnaturel,Ecchi,Action,TrancheDeVie,Comédie,Magie,Amitié,Monstres,Quotidien,Amour,Dragons,ShoujoAi,Otaku,Shota,Loli,MonsterGirls,Maids,Girls'Love",https://www.japscan.me/imgs/mangas/miss-kobayashi-s-dragon-maid.jpg
"
Miss Miracle
",CoréeDuSud,EnCours,+12ans,2020,29,Shōjo,"Mystère,Surnaturel,Aventure,Historique,Romance,Isekai,ArtsMartiaux,Webtoon",https://www.japscan.me/imgs/mangas/miss-miracle.jpg
"
Mister Ajikko
",Japon,EnCours,+10ans,1986,10,Shōnen,"Action,TrancheDeVie,Comédie,Gastronomie,SliceOfLife",https://www.japscan.me/imgs/mangas/mister-ajikko.jpg
"
Mitochon Armageddon
",Japon,EnCours,+16ans,2014,6,Seinen,"Suspense,Fantastique,Drame,Mature,Horreur,Comédie,Monstres,WTF,Fantasy,SliceOfLife,Absurde,Extraterrestre,Lubrique",https://www.japscan.me/imgs/mangas/mitochon-armageddon.jpg
"
Mitsuai Celeb
",Japon,Terminé,+14ans,2010,1,Shōjo,"Comédie,Romance,HistoiresCourtes",https://www.japscan.me/imgs/mangas/mitsuai-celeb.jpg
"
Mitsuboshi Colors
",Japon,EnCours,+12ans,2014,3,Shōnen,"SchoolLife,TrancheDeVie,Comédie,Ecole,Amitié,Quotidien",https://www.japscan.me/imgs/mangas/mitsuboshi-colors.jpg
"
Mix
",Japon,EnCours,+12ans,2012,18,Shōnen,"Drame,SchoolLife,Sport,TrancheDeVie,Ecole,Baseball",https://www.japscan.me/imgs/mangas/mix.jpg
"
Mixim 11
",Japon,Terminé,+12ans,2008,12,Shōnen,"Fantastique,Surnaturel,Ecchi,Action,Comédie,Romance,Science-fiction",https://www.japscan.me/imgs/mangas/mixim-11.jpg
"
Miyuki
",Japon,EnCours,null,1980,12,Shōnen,"Drame,SchoolLife,Ecchi,Comédie,Ecole,Romance,Famille,Quotidien,TriangleAmoureux,SliceOfLife",https://www.japscan.me/imgs/mangas/miyuki.jpg
"
Mizuno Junko No Hansel & Gretel
",Japon,EnCours,+14ans,2000,1,Seinen,"Fantastique,Horreur,Conte",https://www.japscan.me/imgs/mangas/mizuno-junko-no-hansel-gretel.jpg
"
Mizutamari Ni Ukabu Shima
",Japon,EnCours,+14ans,2019,1,Seinen,"Suspense,Drame,Mature,Psychologique,Surnaturel,Tragédie,Famille,Thriller",https://www.japscan.me/imgs/mangas/mizutamari-ni-ukabu-shima.jpg
"
M.Kang
",CoréeDuSud,Terminé,+14ans,2019,101,Shōjo,"Drame,Amour,Webtoon",https://www.japscan.me/imgs/mangas/m-kang.jpg
"
Mlle Ôishi
",Japon,Terminé,+16ans,2003,4,Josei,"Action,TrancheDeVie,SliceOfLife",https://www.japscan.me/imgs/mangas/mlle-oishi.jpg
"
M. M. G.
",CoréeDuSud,EnCours,+16ans,2016,13,Shōnen,"Fantastique,Action,Comédie,Aventure,Science-fiction,Webtoon",https://www.japscan.me/imgs/mangas/m-m-g.jpg
"
Mobile Suit Gundam 00F
",Japon,EnCours,+16ans,2007,7,null,"Fantastique,Action,Comédie,Aventure,Science-fiction,Webtoon",https://www.japscan.me/imgs/mangas/mobile-suit-gundam-00f.jpg
"
Mobile Suit Gundam Seed
",Japon,Terminé,+12ans,2003,5,Shōnen,"Drame,Psychologique,Action,Militaire,Aventure,Guerre,Romance,Espace,Science-fiction,Mechas",https://www.japscan.me/imgs/mangas/mobile-suit-gundam-seed.jpg
"
Mobile Suit Gundam Wing
",Japon,Terminé,+12ans,1995,3,Shōnen,"Drame,Psychologique,Action,Militaire,Aventure,Combats,Espace,Science-fiction,Mechas,Philosophique",https://www.japscan.me/imgs/mangas/mobile-suit-gundam-wing.jpg
"
Mobile Suit Gundam Wing - G-Unit
",Japon,Terminé,+14ans,1997,3,Shōnen,"Action,Militaire,Aventure,Combats,Tragédie,Espace,Science-fiction,Mechas,Thriller,Survival",https://www.japscan.me/imgs/mangas/mobile-suit-gundam-wing-g-unit.jpg
"
Mob Psycho 100
",Japon,Terminé,+12ans,2012,16,Shōnen,"Fantastique,Psychologique,SchoolLife,Surnaturel,Action,TrancheDeVie,Comédie,Ecole,Pouvoirs,Aventure,Combats,SuperPouvoirs,Romance,PouvoirsPsychiques,WTF,Loufoque",https://www.japscan.me/imgs/mangas/mob-psycho-100.jpg
"
Modern Day God
",Chine,EnCours,+12ans,null,9.5,Shōnen,"Fantastique,Psychologique,SchoolLife,Surnaturel,Action,TrancheDeVie,Comédie,Ecole,Pouvoirs,Aventure,Combats,SuperPouvoirs,Romance,PouvoirsPsychiques,WTF,Loufoque",https://www.japscan.me/imgs/mangas/modern-day-god.jpg
"
Modern Wizard Hunting Project
",Japon,EnCours,+12ans,null,7,Shōnen,"Fantastique,Psychologique,SchoolLife,Surnaturel,Action,TrancheDeVie,Comédie,Ecole,Pouvoirs,Aventure,Combats,SuperPouvoirs,Romance,PouvoirsPsychiques,WTF,Loufoque",https://www.japscan.me/imgs/mangas/modern-wizard-hunting-project.jpg
"
Moekare Wa Orenji-Iro
",Japon,EnCours,+12ans,2016,33,Shōnen,"Fantastique,Psychologique,SchoolLife,Surnaturel,Action,TrancheDeVie,Comédie,Ecole,Pouvoirs,Aventure,Combats,SuperPouvoirs,Romance,PouvoirsPsychiques,WTF,Loufoque",https://www.japscan.me/imgs/mangas/moekare-wa-orenji-iro.jpg
"
Moe-tai
",Japon,EnCours,+12ans,2010,1,Seinen,"Fantastique,Psychologique,SchoolLife,Surnaturel,Action,TrancheDeVie,Comédie,Ecole,Pouvoirs,Aventure,Combats,SuperPouvoirs,Romance,PouvoirsPsychiques,WTF,Loufoque",https://www.japscan.me/imgs/mangas/moe-tai.jpg
"
Mo Hitori No Marionette
",Japon,EnCours,+12ans,1991,8,Shōjo,"Drame,Psychologique,Comédie,Romance",https://www.japscan.me/imgs/mangas/mo-hitori-no-marionette.jpg
"
Moi, Reine Edith
",Japon,EnCours,+12ans,2021,5,null,"Drame,Psychologique,Comédie,Romance",https://www.japscan.me/imgs/mangas/moi-reine-edith.jpg
"
Moi Taro Misaki
",Japon,Terminé,+12ans,1987,1,Shōnen,"Drame,Action,Sport,Football",https://www.japscan.me/imgs/mangas/moi-taro-misaki.jpg
"
Mokke
",Japon,Terminé,null,2000,1,Seinen,"Fantastique,Drame,SchoolLife,Surnaturel,Démons,TrancheDeVie,Comédie",https://www.japscan.me/imgs/mangas/mokke.jpg
"
Mokushiroku Alice
",Japon,EnCours,null,2014,10,Shōjo,"Fantastique,Drame,SchoolLife,Action,Ecole,Magie,Romance",https://www.japscan.me/imgs/mangas/mokushiroku-alice.jpg
"
Mokuyoubi Wa Kimi To Nakitai
",Japon,Terminé,null,2018,10,Seinen,"Drame,SchoolLife,TrancheDeVie,Ecole,Romance,GenderBender,Crossdressing",https://www.japscan.me/imgs/mangas/mokuyoubi-wa-kimi-to-nakitai.jpg
"
Mommy Is Coming In, Dad Please Take It
",Japon,EnCours,+16ans,2020,3,Shōjo,"Drame,Action,Romance,SliceOfLife",https://www.japscan.me/imgs/mangas/mommy-is-coming-in-dad-please-take-it.jpg
"
Momochi-San Chi No Ayakashi Ouji
",Japon,EnCours,+12ans,2013,16,Shōjo,"Fantastique,Démons,Comédie,Romance,HaremInversé",https://www.japscan.me/imgs/mangas/momochi-san-chi-no-ayakashi-ouji.jpg
"
Momogumi Plus Senki
",Japon,EnCours,+12ans,2005,16,Shōjo,"Fantastique,SchoolLife,Surnaturel,Action,Comédie",https://www.japscan.me/imgs/mangas/momogumi-plus-senki.jpg
"
Momonchi
",Japon,Terminé,+12ans,2006,5,Seinen,"Drame,SchoolLife,TrancheDeVie",https://www.japscan.me/imgs/mangas/momonchi.jpg
"
Momo The Beautiful Spirit
",Japon,Terminé,+12ans,2012,3,Shōnen,"Fantastique,Aventure,Combats,Romance,Extra-terrestres,Science-fiction,Aliens",https://www.japscan.me/imgs/mangas/momo-the-beautiful-spirit.jpg
"
MOMO: The Blood Taker
",Japon,EnCours,+16ans,2019,1,Seinen,"Drame,Mature,Mystère,Psychologique,Surnaturel,Action,Vampires,Vengeance",https://www.japscan.me/imgs/mangas/momo-the-blood-taker.jpg
"
Mom, Please Do Not Come For Adventure!
",Japon,EnCours,+16ans,2019,15,Shōnen,"Ecchi,Action,Comédie,Magie,Aventure,Monstres,Fantasy",https://www.japscan.me/imgs/mangas/mom-please-do-not-come-for-adventure.jpg
"
Mon Addiction
",CoréeDuSud,Terminé,+16ans,2017,77,null,"Ecchi,Action,Comédie,Magie,Aventure,Monstres,Fantasy",https://www.japscan.me/imgs/mangas/mon-addiction.jpg
"
Mon Frère Vampire Et Mon Petit Ami Loup-Garou!
",Chine,EnCours,+14ans,2020,7.1,Shōjo,"Fantastique,Drame,Surnaturel,Historique,Romance,Webtoon",https://www.japscan.me/imgs/mangas/mon-frere-vampire-et-mon-petit-ami-loup-garou.jpg
"
Mongrel
",Japon,EnCours,+14ans,2014,4,Seinen,"Drame,Action,Sport,TrancheDeVie,Boxe",https://www.japscan.me/imgs/mangas/mongrel.jpg
"
Mon Histoire
",Japon,Terminé,+12ans,2012,13,Shōjo,"Drame,SchoolLife,Action,TrancheDeVie,Comédie,Ecole,Romance",https://www.japscan.me/imgs/mangas/mon-histoire.jpg
"
Monju - Au Service De La Justice
",Japon,Terminé,+12ans,2005,13,Seinen,null,https://www.japscan.me/imgs/mangas/monju-au-service-de-la-justice.jpg
"
Monk !
",CoréeDuSud,Terminé,+14ans,2007,6,Seinen,"Mature,Ecchi,Action,Comédie,GenderBender",https://www.japscan.me/imgs/mangas/monk.jpg
"
Monogurashi
",Japon,EnCours,+14ans,2020,18,null,"Mature,Ecchi,Action,Comédie,GenderBender",https://www.japscan.me/imgs/mangas/monogurashi.jpg
"
Mononoke
",Japon,Terminé,+12ans,2008,2,Seinen,"Fantastique,Drame,Mystère,Surnaturel,Démons,Horreur,Historique,Histoire,Vengeance,Yokai",https://www.japscan.me/imgs/mangas/mononoke.jpg
"
Mononote: Edo Kiketsu Ninja Emaki
",Japon,EnCours,+12ans,2016,3,Shōnen,"Fantastique,Drame,Surnaturel,Ecchi,Action,Comédie,Aventure,Historique,Romance,Histoire,ArtsMartiaux",https://www.japscan.me/imgs/mangas/mononote-edo-kiketsu-ninja-emaki.jpg
"
Mon Plus Grand Secret
",CoréeDuSud,EnCours,+14ans,2019,98,Josei,"Drame,Mystère,Psychologique,Romance,Amour,Mort,Webtoon,Assassinat,Webcomic,Secret",https://www.japscan.me/imgs/mangas/mon-plus-grand-secret.jpg
"
Monster
",Japon,Terminé,+14ans,1994,18,Seinen,"Suspense,Drame,Mature,Mystère,Psychologique,Tragique,Horreur,Aventure,Tragédie,Policier,Détective,Enquête,Crime,Thriller,Assassinat,Medical,Police,Docteur,Médecin",https://www.japscan.me/imgs/mangas/monster.jpg
"
Monster Cage
",Japon,Terminé,+14ans,2010,1,Shounen,"Surnaturel,Action",https://www.japscan.me/imgs/mangas/monster-cage.jpg
"
Monster Child
",CoréeDuSud,Terminé,+14ans,2017,61,Seinen,"Drame,Mystère,Psychologique,Surnaturel,Action,Aventure,Romance,Monstres,Science-fiction",https://www.japscan.me/imgs/mangas/monster-child.jpg
"
Monster Hunter Epic
",Japon,EnCours,+10ans,2011,3,Shōnen,"Fantastique,Action,Aventure",https://www.japscan.me/imgs/mangas/monster-hunter-epic.jpg
"
Monster Hunter Episodes
",Japon,Terminé,+10ans,2009,3,Shōnen,"Fantastique,Action,Aventure",https://www.japscan.me/imgs/mangas/monster-hunter-episodes.jpg
"
Monster Hunter Flash
",Japon,Terminé,+12ans,2011,10,Shōnen,"Fantastique,Action,Aventure",https://www.japscan.me/imgs/mangas/monster-hunter-flash.jpg
"
Monster Hunter Orage
",Japon,Terminé,+12ans,2008,4,Shōnen,"Fantastique,Action,Comédie,Aventure,Fantasy",https://www.japscan.me/imgs/mangas/monster-hunter-orage.jpg
"
Monster Musume
",Japon,EnCours,+16ans,2012,16,Seinen,"Fantastique,Mature,Ecchi,TrancheDeVie,Comédie,Romance,Monstres,Quotidien,Harem,Adulte,Fantasy,MonsterGirls",https://www.japscan.me/imgs/mangas/monster-musume.jpg
"
Monster No Goshujin-Sama
",Japon,EnCours,+16ans,2018,15,Seinen,"Fantastique,Drame,Mature,Ecchi,Action,Aventure,Romance,AutreMonde,Harem,Isekai,Adulte,MonsterGirls",https://www.japscan.me/imgs/mangas/monster-no-goshujin-sama.jpg
"
Monster Pet Evolution
",Chine,EnCours,+14ans,2021,19,Shōnen,"Fantastique,Action,Comédie,Webtoon",https://www.japscan.me/imgs/mangas/monster-pet-evolution.jpg
"
Monster Soul
",Japon,Terminé,+10ans,2006,2,Shōnen,"Fantastique,Action,Comédie,Magie,Aventure",https://www.japscan.me/imgs/mangas/monster-soul.jpg
"
Monster X Monster
",Japon,Terminé,+12ans,2014,3,Shōnen,"Fantastique,Drame,Action,Comédie,Aventure,Animaux",https://www.japscan.me/imgs/mangas/monster-x-monster.jpg
"
Monstress
",Japon,EnCours,+14ans,2016,24.5,Shōnen,"Fantastique,Adolescence,Fantasy,HeroicFantasy",https://www.japscan.me/imgs/mangas/monstress.jpg
"
Montage
",Japon,Terminé,+16ans,2010,19,Seinen,"Suspense,Drame,Mature,Mystère,Psychologique,Action,Romance,Tragédie,Policier",https://www.japscan.me/imgs/mangas/montage.jpg
"
Mon Voisin Seki
",Japon,EnPause,+10ans,2010,10,Seinen,"SchoolLife,TrancheDeVie,Comédie,Ecole,Quotidien,HistoiresCourtes",https://www.japscan.me/imgs/mangas/mon-voisin-seki.jpg
"
MookHyang - Dark Lady
",CoréeDuSud,EnCours,+12ans,2019,131,Shōnen,"Fantastique,Action,Magie,Aventure,GenderBender,Samurai,ArtsMartiaux,Webtoon",https://www.japscan.me/imgs/mangas/mookhyang-dark-lady.jpg
"
Mookhyang The Origin
",CoréeDuSud,EnCours,+12ans,2021,47,Shōnen,"Action,Aventure,ArtsMartiaux,Webtoon,Wuxia",https://www.japscan.me/imgs/mangas/mookhyang-the-origin.jpg
"
Moon-Ah
",CoréeDuSud,EnCours,+12ans,2011,5,Shōjo,"Surnaturel,Comédie,Aventure,Historique,Romance,Histoire,Webtoon,Fantasy",https://www.japscan.me/imgs/mangas/moon-ah.jpg
"
Moonlight Act
",Japon,Terminé,+14ans,2008,29,Shōnen,"Fantastique,Drame,Action,Aventure,Conte,Fantasy",https://www.japscan.me/imgs/mangas/moonlight-act.jpg
"
Moonlight Garden
",Japon,EnCours,+14ans,2004,43,Shōjo,"SchoolLife,Romance,GenderBender,Webtoon,Crossdressing",https://www.japscan.me/imgs/mangas/moonlight-garden.jpg
"
Moonlight Hair
",CoréeDuSud,EnPause,+14ans,2010,19,Shōnen,"Drame,Surnaturel,Action,Comédie,Aventure,Historique",https://www.japscan.me/imgs/mangas/moonlight-hair.jpg
"
Moonlight Sculptor 4-Koma
",CoréeDuSud,EnCours,+14ans,2015,1,"Seinen,Shounen","Fantastique,Comédie,Aventure,Science-fiction,Webcomic",https://www.japscan.me/imgs/mangas/moonlight-sculptor-4-koma.jpg
"
Moriarty
",Japon,EnCours,+14ans,2016,15,Shōnen,"Suspense,Drame,Mystère,Psychologique,Historique,Assassinat,Cosmos,Ambition,Angleterre,SherlockHolmes,Biographique",https://www.japscan.me/imgs/mangas/moriarty.jpg
"
Moriguchi Orito No Teiougaku
",Japon,Terminé,+14ans,2008,2,Shōnen,"SchoolLife,Surnaturel,Ecchi,Comédie,Ecole,Romance,Amour",https://www.japscan.me/imgs/mangas/moriguchi-orito-no-teiougaku.jpg
"
Mori No Takuma-San
",Japon,Terminé,+10ans,2015,4,Shōjo,"SchoolLife,Surnaturel,TrancheDeVie,Comédie,Ecole,Romance",https://www.japscan.me/imgs/mangas/mori-no-takuma-san.jpg
"
Moritat
",CoréeDuSud,Terminé,+16ans,2015,52,"Shōnen,ShounenAi","Drame,Mystère,Psychologique,Romance,Science-fiction,Amour,Webtoon,Homosexualité",https://www.japscan.me/imgs/mangas/moritat.jpg
"
MortiCian
",Japon,EnCours,+12ans,2018,7,"Shōnen,Seinen","Fantastique,Drame,Surnaturel,Action,Horreur,Aventure,Tragédie",https://www.japscan.me/imgs/mangas/mortician.jpg
"
Mo Shou Jian Sheng
",CoréeDuSud,EnCours,+14ans,2019,92,Shōnen,"Fantastique,Action,Aventure,Romance,Harem,Isekai,Réincarnation,ArtsMartiaux,MonsterGirls,Webcomic",https://www.japscan.me/imgs/mangas/mo-shou-jian-sheng.jpg
"
Mosspaca Advertising Department
",Chine,EnCours,+14ans,2014,115,null,"Fantastique,Action,Aventure,Romance,Harem,Isekai,Réincarnation,ArtsMartiaux,MonsterGirls,Webcomic",https://www.japscan.me/imgs/mangas/mosspaca-advertising-department.jpg
"
Mother Keeper
",Japon,Terminé,+12ans,2006,10,Shōnen,"Drame,Surnaturel,Action,Comédie,Science-fiction",https://www.japscan.me/imgs/mangas/mother-keeper.jpg
"
Mother Sarah
",Japon,Terminé,+16ans,1990,7,Seinen,"Drame,Mature,Post-Apocalyptique,Action,Militaire,Aventure,Tragédie,Science-fiction,Survivre,Survival",https://www.japscan.me/imgs/mangas/mother-sarah.jpg
"
Moto Sekai Ichii No Sub-Chara Ikusei Nikki - Hai Player, Isekai Wo Kouryaku-Chuu!
",Japon,EnCours,+14ans,2018,11,Shounen,"Fantastique,Action,Comédie,Aventure,Harem,SliceOfLife",https://www.japscan.me/imgs/mangas/moto-sekai-ichii-no-sub-chara-ikusei-nikki-hai-player-isekai-wo-kouryaku-chuu.jpg
"
Moto Shogun No Undead Knight
",Japon,EnCours,+12ans,2020,8,Shounen,"Fantastique,Drame,Action,Horreur,Aventure,Combats,Tragédie",https://www.japscan.me/imgs/mangas/moto-shogun-no-undead-knight.jpg
"
Mousugu Shinu Hito
",Japon,Terminé,+14ans,2013,4,Seinen,"Drame,Mystère,Psychologique,SchoolLife,Tragique,Horreur,Ecole,Romance,Tragédie,Amour,Harem,Mort,SurvivalGame",https://www.japscan.me/imgs/mangas/mousugu-shinu-hito.jpg
"
MPD Psycho
",Japon,Terminé,+14ans,1997,24,Seinen,"Suspense,Drame,Mature,Mystère,Psychologique,Surnaturel,Action,Horreur,Psychologie,Enquête,Thriller,Police",https://www.japscan.me/imgs/mangas/mpd-psycho.jpg
"
Mr. Morning
",Japon,EnCours,+12ans,2007,2,"Shōnen,Shōjo,Josei","Fantastique,Drame,Mystère,Comédie,Aventure",https://www.japscan.me/imgs/mangas/mr-morning.jpg
"
Mr Nobody
",Japon,Terminé,+14ans,2012,3,Seinen,"Suspense,Drame,Mystère,Action,Thriller,Police",https://www.japscan.me/imgs/mangas/mr-nobody.jpg
"
Mrs Angel
",CoréeDuSud,EnPause,+14ans,2012,24,Shōnen,"Drame,Action,TrancheDeVie,Comédie",https://www.japscan.me/imgs/mangas/mrs-angel.jpg
"
Mugen Sekai No Amadeus
",Japon,EnCours,+10ans,2017,1,Shōnen,"Fantastique,Dieux/Déesses,Action,Magie,Aventure,Combats,Romance,Fantasy",https://www.japscan.me/imgs/mangas/mugen-sekai-no-amadeus.jpg
"
Mugen Spiral
",Japon,Terminé,+10ans,null,1,Shōnen,"Fantastique,Dieux/Déesses,Action,Magie,Aventure,Combats,Romance,Fantasy",https://www.japscan.me/imgs/mangas/mugen-spiral.jpg
"
Muhyo Et Rôjî
",Japon,EnCours,+12ans,2005,18,Shounen,"Fantastique,Mystère,Surnaturel,Aventure",https://www.japscan.me/imgs/mangas/muhyo-et-roji.jpg
"
Mujang
",CoréeDuSud,Terminé,+12ans,2012,229,Shōnen,"Drame,Surnaturel,Action,Aventure,Historique,ArtsMartiaux,Webtoon",https://www.japscan.me/imgs/mangas/mujang.jpg
"
Mujintou De Elf To Kyoudou Seikatsu
",Japon,EnCours,+14ans,2019,1,Shōnen,"Ecchi,Comédie,Romance,AutreMonde,Isekai,Fantasy,SliceOfLife",https://www.japscan.me/imgs/mangas/mujintou-de-elf-to-kyoudou-seikatsu.jpg
"
Mujirushi - Le Signe Des Reves
",Japon,Terminé,+14ans,2017,2,Seinen,"Suspense,Drame,Mystère,Psychologique,Action,Comédie",https://www.japscan.me/imgs/mangas/mujirushi-le-signe-des-reves.jpg
"
Mu Lian'S Haunted Metropolis
",Chine,EnCours,+14ans,null,15,Seinen,"Suspense,Drame,Mystère,Psychologique,Action,Comédie",https://www.japscan.me/imgs/mangas/mu-lian-s-haunted-metropolis.jpg
"
Murabito Desu Ga Nani Ka?
",Japon,EnCours,+14ans,2017,13,Shōnen,"Fantastique,Drame,Ecchi,Action,Aventure,Romance,AutreMonde,Isekai,Dragons,Réincarnation,Fantasy",https://www.japscan.me/imgs/mangas/murabito-desu-ga-nani-ka.jpg
"
Murena
",Japon,Terminé,+14ans,1997,10,"Shōnen,Seinen","Historique,Histoire,Gladiateur",https://www.japscan.me/imgs/mangas/murena.jpg
"
Murenase! Shiiton Gakuen
",Japon,EnCours,+14ans,2016,12.6,Shōnen,"SchoolLife,Ecchi,Comédie,Romance,Harem,Animaux,MonsterGirls",https://www.japscan.me/imgs/mangas/murenase-shiiton-gakuen.jpg
"
Murim Login
",CoréeDuSud,EnCours,+14ans,2020,37,Seinen,"Fantastique,Drame,Action,MondesVirtuels,Aventure,ArtsMartiaux,Webtoon",https://www.japscan.me/imgs/mangas/murim-login.jpg
"
Murim Possesses The Youngest Son
",CoréeDuSud,EnCours,+14ans,2020,0,Seinen,"Mystère,Surnaturel,Action,Aventure,ArtsMartiaux",https://www.japscan.me/imgs/mangas/murim-possesses-the-youngest-son.jpg
"
Murky Eyes
",Japon,EnCours,+16ans,2022,5,Seinen,"Fantastique,Drame,Action,Militaire,Magie,Guerre,Tragédie,Psychologie,Isekai,Réincarnation,Survival",https://www.japscan.me/imgs/mangas/murky-eyes.jpg
"
Muryong
",CoréeDuSud,Terminé,+14ans,2009,5,Shōnen,"Fantastique,Action,Aventure,Guerre,Historique",https://www.japscan.me/imgs/mangas/muryong.jpg
"
Musashi
",Japon,Terminé,+14ans,2014,1,Shōnen,"Historique,ArtsMartiaux",https://www.japscan.me/imgs/mangas/musashi.jpg
"
Museru Kurai No Ai Wo Ageru
",Japon,EnCours,+14ans,2022,1,Shōjo,"TrancheDeVie,Romance,Musique",https://www.japscan.me/imgs/mangas/museru-kurai-no-ai-wo-ageru.jpg
"
Museum - Killing In The Rain
",Japon,Terminé,+14ans,2013,3,Seinen,"Mystère,Psychologique,Gore,Mort,Policier,Crime,Thriller",https://www.japscan.me/imgs/mangas/museum-killing-in-the-rain.jpg
"
Mushishi
",Japon,Terminé,+14ans,2000,10,Seinen,"Fantastique,Drame,Mystère,Psychologique,Surnaturel,TrancheDeVie,Aventure,Voyage,Tragédie,Histoire,Fantasy,Yokai,Folklore,Mythologie",https://www.japscan.me/imgs/mangas/mushishi.jpg
"
Mushoku Tensei - Eris Gaiden
",Japon,EnCours,+12ans,2022,1,Seinen,"Fantastique,Drame,Action,TrancheDeVie,Comédie,Magie,Aventure,Monstres,Isekai,ArtsMartiaux",https://www.japscan.me/imgs/mangas/mushoku-tensei-eris-gaiden.jpg
"
Mushoku Tensei - Isekai Ittara Honki Dasu
",Japon,EnCours,+12ans,2014,16,Seinen,"Fantastique,Drame,Mature,Ecchi,Action,TrancheDeVie,Comédie,Magie,Aventure,Romance,AutreMonde,Harem,Isekai,Réincarnation,Fantasy",https://www.japscan.me/imgs/mangas/mushoku-tensei-isekai-ittara-honki-dasu.jpg
