Titre,Origine,Source Statuts,Age Rating,Date de sortie,Total Chapter,Type,Genres,Image 
"
Musou Kouro - Tensei Shite Uchuu Senkan No AI Ni Narimashita
",Japon,EnCours,+14ans,2019,3,Shounen,"Action,Romance,Science-fiction",https://www.japscan.me/imgs/mangas/musou-kouro-tensei-shite-uchuu-senkan-no-ai-ni-narimashita.jpg
"
Musuko Ga Kawaikute Shikataganai Mazoku No Hahaoya
",Japon,EnCours,+12ans,2016,3,Seinen,"Fantastique,Drame,Surnaturel,Démons,Ecchi,TrancheDeVie,Comédie,Quotidien,Vampires,Fantasy,MonsterGirls",https://www.japscan.me/imgs/mangas/musuko-ga-kawaikute-shikataganai-mazoku-no-hahaoya.jpg
"
Musume Janakute, Watashi (Mama) Ga Suki Nano?!
",Japon,EnCours,+12ans,2020,4,null,"Fantastique,Drame,Surnaturel,Démons,Ecchi,TrancheDeVie,Comédie,Quotidien,Vampires,Fantasy,MonsterGirls",https://www.japscan.me/imgs/mangas/musume-janakute-watashi-mama-ga-suki-nano.jpg
"
Musume No Tomodachi
",Japon,EnCours,+14ans,2019,62,Seinen,"Drame,Mature,SchoolLife,TrancheDeVie,Romance,Psychologie,Amour",https://www.japscan.me/imgs/mangas/musume-no-tomodachi.jpg
"
Mutant Turtles III
",Japon,Terminé,+14ans,1993,6,Shōnen,"Comédie,Aventure,Histoire,Fantasy",https://www.japscan.me/imgs/mangas/mutant-turtles-iii.jpg
"
Muted
",Japon,EnCours,+14ans,2019,48,Seinen,"Fantastique,Surnaturel,Magie,Webtoon",https://www.japscan.me/imgs/mangas/muted.jpg
"
Muvluv Alternative
",Japon,EnPause,+14ans,2008,16,Shōnen,"Fantastique,Drame,Mature,Ecchi,Action,Militaire,Aventure,Romance,Tragédie,Science-fiction,Mechas,Harem,VoyageTemporel,Fantasy",https://www.japscan.me/imgs/mangas/muvluv-alternative.jpg
"
Muvluv Unlimited
",Japon,Terminé,+14ans,2005,4,"Shōnen,Seinen","Fantastique,Drame,Mature,Ecchi,Action,Comédie,Aventure,Romance,Science-fiction,Mechas,Harem,Fantasy",https://www.japscan.me/imgs/mangas/muvluv-unlimited.jpg
"
Mu You Zhi
",Japon,EnCours,+12ans,2020,10,Josei,"Drame,Mystère,Psychologique,Comédie,Historique,Romance,Webtoon",https://www.japscan.me/imgs/mangas/mu-you-zhi.jpg
"
MW
",Japon,Terminé,+16ans,1976,3,Seinen,"Suspense,Drame,Mature,Psychologique,Action,Tragédie,Crime,Scientifique,Religion,ShoujoAi,Victime,Science,Prêtre",https://www.japscan.me/imgs/mangas/mw.jpg
"
Mx0
",Japon,Terminé,+12ans,2006,10,Shōnen,"Fantastique,SchoolLife,Surnaturel,Ecchi,Action,Comédie,Ecole,Magie,Romance",https://www.japscan.me/imgs/mangas/mx0.jpg
"
My 2D Boyfriend
",Japon,EnCours,+12ans,2018,14,Shōjo,"TrancheDeVie,Comédie,Romance,Amour,Webtoon,JeuxVidéo",https://www.japscan.me/imgs/mangas/my-2d-boyfriend.jpg
"
My Apocalyptic Miss
",Chine,EnCours,+16ans,2020,17,Shōnen,"Fantastique,Ecchi,Action,Aventure,Harem,Webtoon",https://www.japscan.me/imgs/mangas/my-apocalyptic-miss.jpg
"
My Apprentices Are All Female Devils
",Chine,EnCours,+12ans,2021,7,Shōnen,"Fantastique,Démons,Historique,Romance,Monstres,Harem,Réincarnation,ArtsMartiaux,Webtoon,Wuxia",https://www.japscan.me/imgs/mangas/my-apprentices-are-all-female-devils.jpg
"
My Badass Ceo Daddy
",Chine,EnCours,+12ans,null,15,Shōnen,"Fantastique,Démons,Historique,Romance,Monstres,Harem,Réincarnation,ArtsMartiaux,Webtoon,Wuxia",https://www.japscan.me/imgs/mangas/my-badass-ceo-daddy.jpg
"
My Bodyguard Is 4 Feet Tall
",Chine,EnCours,+12ans,2020,3,ShounenAi,"Action,Comédie,Fantasy,Webcomic,FullColor",https://www.japscan.me/imgs/mangas/my-bodyguard-is-4-feet-tall.jpg
"
My Boyfriend is a Vampire
",CoréeDuSud,Terminé,null,2010,3,Shōjo,"Drame,SchoolLife,Surnaturel,Comédie,Ecole,Romance,GenderBender,Vampires,Genderswap",https://www.japscan.me/imgs/mangas/my-boyfriend-is-a-vampire.jpg
"
My Bride At Twilight
",Chine,EnCours,+14ans,2018,38,Josei,"Drame,Romance,Webtoon,Fantasy,SliceOfLife",https://www.japscan.me/imgs/mangas/my-bride-at-twilight.jpg
"
My Childhood Friends Are Trying To Kill Me
",CoréeDuSud,EnCours,+12ans,2021,0,Shōjo,"Fantastique,Comédie,Magie,Historique,Romance,Isekai,Réincarnation,Webtoon,Crossdressing,ReverseHarem",https://www.japscan.me/imgs/mangas/my-childhood-friends-are-trying-to-kill-me.jpg
"
My Childhood Friend The Vampire
",Japon,EnCours,+12ans,2020,0,null,"Fantastique,Comédie,Magie,Historique,Romance,Isekai,Réincarnation,Webtoon,Crossdressing,ReverseHarem",https://www.japscan.me/imgs/mangas/my-childhood-friend-the-vampire.jpg
"
My Chubby Princess
",Japon,EnCours,+14ans,2020,178,Shōjo,"Comédie,Magie,Historique,Romance,Réincarnation,Fantasy,TimeTravel",https://www.japscan.me/imgs/mangas/my-chubby-princess.jpg
"
My Civil Servant Life Reborn In The Strange World
",CoréeDuSud,EnCours,+14ans,2022,40,null,"Comédie,Magie,Historique,Romance,Réincarnation,Fantasy,TimeTravel",https://www.japscan.me/imgs/mangas/my-civil-servant-life-reborn-in-the-strange-world.jpg
"
My Classmate Tanaka-San Is Super Scary
",Japon,EnCours,+14ans,2020,45,Shōjo,"SchoolLife,Comédie,Ecole,Romance,SliceOfLife",https://www.japscan.me/imgs/mangas/my-classmate-tanaka-san-is-super-scary.jpg
"
My Crazy Journalist Wife
",Chine,EnCours,+12ans,2020,72,Shōjo,"Drame,Action,Comédie,Aventure,Romance,Webtoon,Webcomic",https://www.japscan.me/imgs/mangas/my-crazy-journalist-wife.jpg
"
My Dad Is Too Strong
",CoréeDuSud,EnCours,+12ans,2020,85,null,"Drame,Action,Comédie,Aventure,Romance,Webtoon,Webcomic",https://www.japscan.me/imgs/mangas/my-dad-is-too-strong.jpg
"
My Dear Cold-Blooded King
",Japon,EnCours,+12ans,2017,115,Shōjo,"Drame,Aventure,Historique,Romance,Amour,Webtoon",https://www.japscan.me/imgs/mangas/my-dear-cold-blooded-king.jpg
"
My Dear Maria
",CoréeDuSud,EnCours,+12ans,2000,16,Shōjo,"TrancheDeVie,Romance,Amour,Webtoon",https://www.japscan.me/imgs/mangas/my-dear-maria.jpg
"
My Dear Neighbor
",Japon,Terminé,+12ans,2013,1,Shōjo,"Drame,TrancheDeVie,Comédie,Romance,Famille,Amour,SliceOfLife",https://www.japscan.me/imgs/mangas/my-dear-neighbor.jpg
"
My Death Flags Show No Sign Of Ending
",Japon,EnCours,+14ans,2020,42,Shōnen,"Fantastique,Drame,Mystère,Action,Magie,Aventure,Romance,Isekai,Réincarnation,VideoGames",https://www.japscan.me/imgs/mangas/my-death-flags-show-no-sign-of-ending.jpg
"
My Destiny
",Japon,Terminé,+14ans,2009,4,Shōjo,"SchoolLife,Surnaturel,Romance,Fantasy",https://www.japscan.me/imgs/mangas/my-destiny.jpg
"
My Disciples Are Super Gods
",Chine,EnCours,+14ans,2020,43,Shōnen,"Fantastique,Action,Comédie,Aventure,Combats,ArtsMartiaux,Webtoon",https://www.japscan.me/imgs/mangas/my-disciples-are-super-gods.jpg
"
My Divorced Crybaby Neighbour
",Japon,EnCours,+14ans,2021,33,Seinen,"Drame,Comédie,Romance,SliceOfLife",https://www.japscan.me/imgs/mangas/my-divorced-crybaby-neighbour.jpg
"
My Evil Doctor Wife
",Chine,EnCours,+12ans,2019,54,Shōjo,"Fantastique,Mystère,Action,Aventure,Historique,Romance,Amour,ArtsMartiaux,Webtoon",https://www.japscan.me/imgs/mangas/my-evil-doctor-wife.jpg
"
My Ex-Husband Became The Male Lead
",CoréeDuSud,EnCours,+14ans,2022,8,Shōjo,"Fantastique,Drame,TrancheDeVie,Magie,Amitié,Romance,Tragédie,Amour,Réincarnation,Webtoon",https://www.japscan.me/imgs/mangas/my-ex-husband-became-the-male-lead.jpg
"
My Fair Honey Boy
",Japon,EnCours,+12ans,2014,10,Shōjo,"SchoolLife,Sport,Comédie,Ecole,Romance,Quotidien,Adolescence,SliceOfLife",https://www.japscan.me/imgs/mangas/my-fair-honey-boy.jpg
"
My Father Became A Cute VTuber Girl!
",Japon,EnCours,+12ans,2019,11,Seinen,"TrancheDeVie,Comédie,GenderBender",https://www.japscan.me/imgs/mangas/my-father-became-a-cute-vtuber-girl.jpg
"
My Female Apprentices Are All Big Shots From The Future
",Chine,EnCours,+14ans,2022,9,Shounen,"Drame,Action,Historique,Harem,ArtsMartiaux,Fantasy",https://www.japscan.me/imgs/mangas/my-female-apprentices-are-all-big-shots-from-the-future.jpg
"
My Gift LVL 9999 Unlimited Gacha
",Japon,EnCours,+14ans,2021,3,Seinen,"Fantastique,Action,Aventure,Harem",https://www.japscan.me/imgs/mangas/my-gift-lvl-9999-unlimited-gacha.jpg
"
My Girlfriend Cheated On Me With A Senior, So I’m Cheating On Her With His Girlfriend
",Japon,EnCours,+14ans,2022,9.2,Shōnen,"Drame,Mature,Comédie,Romance,SliceOfLife",https://www.japscan.me/imgs/mangas/my-girlfriend-cheated-on-me-with-a-senior-so-i-m-cheating-on-her-with-his-girlfriend.jpg
"
My Girlfriend Is A Dragon
",Chine,EnCours,+14ans,2018,26,Shōnen,"Fantastique,Comédie,Romance,Harem,Dragons",https://www.japscan.me/imgs/mangas/my-girlfriend-is-a-dragon.jpg
"
My Girlfriend Is A Fiction
",Japon,EnCours,+12ans,2011,4,Shounen,"Fantastique,Comédie,Romance",https://www.japscan.me/imgs/mangas/my-girlfriend-is-a-fiction.jpg
"
My Girlfriend Is A Real Man
",CoréeDuSud,EnCours,+14ans,2018,38,ShounenAi,"TrancheDeVie,Comédie,Romance,GenderBender,Webtoon",https://www.japscan.me/imgs/mangas/my-girlfriend-is-a-real-man.jpg
"
My Girlfriend Is A Villain
",Chine,EnCours,+14ans,null,112,ShounenAi,"TrancheDeVie,Comédie,Romance,GenderBender,Webtoon",https://www.japscan.me/imgs/mangas/my-girlfriend-is-a-villain.jpg
"
My Goal Is To Live A Long, Healthy Life As A Golden Spoon
",CoréeDuSud,EnCours,+14ans,2020,3,null,"TrancheDeVie,Comédie,Romance,GenderBender,Webtoon",https://www.japscan.me/imgs/mangas/my-goal-is-to-live-a-long-healthy-life-as-a-golden-spoon.jpg
"
My Great Sword
",Chine,EnCours,+14ans,null,16,null,"TrancheDeVie,Comédie,Romance,GenderBender,Webtoon",https://www.japscan.me/imgs/mangas/my-great-sword.jpg
"
My Hammer Girl
",Chine,EnCours,+14ans,null,1,null,"TrancheDeVie,Comédie,Romance,GenderBender,Webtoon",https://www.japscan.me/imgs/mangas/my-hammer-girl.jpg
"
My Harem Grew So Large, I Was Forced To Ascend
",Chine,EnCours,+14ans,2020,19,Seinen,"Fantastique,Ecchi,Aventure,Romance,Harem,Isekai,Réincarnation,ArtsMartiaux,Webtoon,Wuxia",https://www.japscan.me/imgs/mangas/my-harem-grew-so-large-i-was-forced-to-ascend.jpg
"
My Heart Is Beating
",CoréeDuSud,Terminé,+14ans,2009,30,"Shōnen,Seinen","Drame,Psychologique,Sport,Comédie,Ecole,Romance,GenderBender,Webtoon,Crossdressing,SliceOfLife",https://www.japscan.me/imgs/mangas/my-heart-is-beating.jpg
"
My Hero
",Japon,EnCours,+12ans,2009,8,Shōjo,"Drame,SchoolLife,TrancheDeVie,Comédie,Romance,Tragédie",https://www.japscan.me/imgs/mangas/my-hero.jpg
"
My Hero Academia
",Japon,EnCours,+10ans,2014,32,Shōnen,"Fantastique,Drame,SchoolLife,Action,Ecole,Lycée,Aventure,Combats,SuperPouvoirs,Baston,Science-fiction,Académie,Justicier,Mentor,Nekketsu,Super-vilains,Super-héros,Professeur",https://www.japscan.me/imgs/mangas/my-hero-academia.jpg
"
My Hero Academia - Smash
",Japon,EnCours,+12ans,2005,5,Shōnen,"Fantastique,SchoolLife,Surnaturel,Comédie,Ecole,Combats,SuperPouvoirs,Super-héros,Yonkoma,HistoiresCourtes",https://www.japscan.me/imgs/mangas/my-hero-academia-smash.jpg
"
My Hero Academia - Team Up Mission
",Japon,EnCours,+12ans,2019,2,Shounen,"Fantastique,Aventure",https://www.japscan.me/imgs/mangas/my-hero-academia-team-up-mission.jpg
"
My Hero Academia - Vigilante
",Japon,EnCours,+12ans,2016,13,Shōnen,"Fantastique,Drame,SchoolLife,Surnaturel,Ecchi,Action,Gore,Comédie,Ecole,Aventure,Combats,SuperPouvoirs,Romance,Monstres,Science-fiction,Justicier,Super-vilains,Super-héros,Crime,Thriller,Délinquant,Police,Fantasy,MonsterGirls",https://www.japscan.me/imgs/mangas/my-hero-academia-vigilante.jpg
"
My Hime
",Japon,EnCours,+14ans,2004,5,Shounen,"Fantastique,Ecchi,Action,Ecole,Magie,SuperPouvoirs",https://www.japscan.me/imgs/mangas/my-hime.jpg
"
My Home Hero
",Japon,EnCours,+14ans,2017,11,Seinen,"Drame,Mature,Famille,Mafia,Yakuza,Vengeance,Thriller",https://www.japscan.me/imgs/mangas/my-home-hero.jpg
"
My Husband Hides His Beauty
",CoréeDuSud,EnCours,+14ans,2020,80,Shōjo,"Fantastique,Surnaturel,TrancheDeVie,Comédie,Magie,Romance,Isekai,Réincarnation,Webtoon,Fantasy",https://www.japscan.me/imgs/mangas/my-husband-hides-his-beauty.jpg
"
My Incubus Boyfriend
",Japon,EnCours,+14ans,null,10,Shōjo,"Fantastique,Surnaturel,TrancheDeVie,Comédie,Magie,Romance,Isekai,Réincarnation,Webtoon,Fantasy",https://www.japscan.me/imgs/mangas/my-incubus-boyfriend.jpg
"
My Kitty And Old Dog
",CoréeDuSud,EnCours,+12ans,2011,15,Seinen,"Drame,TrancheDeVie,Webtoon",https://www.japscan.me/imgs/mangas/my-kitty-and-old-dog.jpg
"
My Level's The Best
",CoréeDuSud,EnCours,+14ans,2021,11,Shōnen,"Fantastique,Action,Aventure,Tragédie,Science-fiction,Webtoon",https://www.japscan.me/imgs/mangas/my-level-s-the-best.jpg
"
My Little Pony - The Manga
",Japon,EnCours,+14ans,null,6,Shōnen,"Fantastique,Action,Aventure,Tragédie,Science-fiction,Webtoon",https://www.japscan.me/imgs/mangas/my-little-pony-the-manga.jpg
"
My Lolita Brother
",Chine,EnCours,+14ans,2018,20,Shōnen,"SchoolLife,Action,Comédie,Ecole,Délinquant,Loli,Genderswap,Lolicon,SliceOfLife",https://www.japscan.me/imgs/mangas/my-lolita-brother.jpg
"
My Lord, The Wolf Queen
",CoréeDuSud,EnCours,+14ans,2019,6,Josei,"Fantastique,Drame,Mystère,Historique,Romance,Webtoon,Fantasy",https://www.japscan.me/imgs/mangas/my-lord-the-wolf-queen.jpg
"
My Lover Has Powers !
",Chine,EnCours,+12ans,2021,15,Josei,"Fantastique,Drame,TrancheDeVie,Comédie,Romance,Webtoon",https://www.japscan.me/imgs/mangas/my-lover-has-powers.jpg
"
My Lover Was Stolen, And I Was Kicked Out Of The Hero’s Party, But I Awakened To The EX Skill “Fixed Damage” And Became Invincible. Now, Let’s Begin Some Revenge
",Japon,EnCours,+12ans,null,4.3,Josei,"Fantastique,Drame,TrancheDeVie,Comédie,Romance,Webtoon",https://www.japscan.me/imgs/mangas/my-lover-was-stolen-and-i-was-kicked-out-of-the-hero-s-party-but-i-awakened-to-the-ex-skill-fixed-damage-and-became-invincible-now-let-s-begin-some-revenge.jpg
"
My Love Tiger
",CoréeDuSud,EnCours,+14ans,2014,12,Shōnen,"Drame,Ecchi,Action,Comédie,Romance,Harem,Webtoon,Lolicon,SliceOfLife",https://www.japscan.me/imgs/mangas/my-love-tiger.jpg
"
My Majesty Your Grace
",Chine,EnCours,+14ans,2021,17,ShounenAi,Historique,https://www.japscan.me/imgs/mangas/my-majesty-your-grace.jpg
"
My Master Is A Deity
",Chine,EnCours,+14ans,2020,15,null,Historique,https://www.japscan.me/imgs/mangas/my-master-is-a-deity.jpg
"
My Miniature Kingdom
",Chine,EnCours,+12ans,2022,4,Shounen,"Fantastique,Drame,Action,Aventure,Science-fiction,Webtoon",https://www.japscan.me/imgs/mangas/my-miniature-kingdom.jpg
"
My Mother Is Not Easy To Mess With
",Chine,EnCours,+12ans,2020,34,Shōjo,"Historique,Romance,Isekai,Réincarnation,Webtoon,Fantasy,SliceOfLife,Webcomic,TimeTravel,FullColor",https://www.japscan.me/imgs/mangas/my-mother-is-not-easy-to-mess-with.jpg
"
My Mysterious Girlfriend X
",Japon,Terminé,+14ans,2006,12,Seinen,"Mystère,SchoolLife,Surnaturel,Ecchi,TrancheDeVie,Comédie,Ecole,Romance,Harem",https://www.japscan.me/imgs/mangas/my-mysterious-girlfriend-x.jpg
"
My Nemesis Has A Superpower
",Chine,EnCours,+14ans,null,2,Seinen,"Mystère,SchoolLife,Surnaturel,Ecchi,TrancheDeVie,Comédie,Ecole,Romance,Harem",https://www.japscan.me/imgs/mangas/my-nemesis-has-a-superpower.jpg
"
My New Wife Is Forcing Herself To Smile
",Japon,EnCours,+14ans,2019,49,"Shōnen,Josei","TrancheDeVie,Comédie,Historique,Romance,Samurai,Webcomic",https://www.japscan.me/imgs/mangas/my-new-wife-is-forcing-herself-to-smile.jpg
"
My Observational Diary Of Elena Evoy
",CoréeDuSud,EnCours,+14ans,2020,59,Shōjo,"SchoolLife,Comédie,Amitié,Romance,Amour,Webtoon,SliceOfLife",https://www.japscan.me/imgs/mangas/my-observational-diary-of-elena-evoy.jpg
"
My Office Noona's Story
",CoréeDuSud,EnCours,+12ans,2020,33,Shōjo,"Romance,Amour,Webtoon",https://www.japscan.me/imgs/mangas/my-office-noona-s-story.jpg
"
My Phoenix's On Top
",Chine,EnCours,+12ans,2018,30,Shōjo,"Fantastique,Magie,Historique,Romance,Isekai,Réincarnation,Webtoon,JeuxVidéo",https://www.japscan.me/imgs/mangas/my-phoenix-s-on-top.jpg
"
My Place
",CoréeDuSud,EnCours,+14ans,2019,7,Josei,"Drame,Aventure,Historique,Webtoon",https://www.japscan.me/imgs/mangas/my-place.jpg
"
My Recently Hired Maid Is Suspicious
",Japon,EnCours,+14ans,2020,2.1,Shōnen,"TrancheDeVie,Comédie,Romance,Shota,SliceOfLife",https://www.japscan.me/imgs/mangas/my-recently-hired-maid-is-suspicious.jpg
"
My School Life Pretending To Be A Worthless Person
",CoréeDuSud,EnCours,+12ans,2022,18,Shōnen,"Drame,Psychologique,SchoolLife,Action,Militaire,Aventure,Super-héros,Thriller,Fantasy,Webcomic,FullColor",https://www.japscan.me/imgs/mangas/my-school-life-pretending-to-be-a-worthless-person.jpg
"
My Second Husband
",CoréeDuSud,EnCours,+12ans,2022,8,Shōjo,"Drame,Mystère,SchoolLife,TrancheDeVie,Romance,Psychologie,Webtoon",https://www.japscan.me/imgs/mangas/my-second-husband.jpg
"
My Sister Is A SuperStar
",Chine,EnCours,+14ans,2021,26,Shōnen,"Fantastique,Drame,Webtoon",https://www.japscan.me/imgs/mangas/my-sister-is-a-superstar.jpg
"
My Sister Picked Up The Male Lead
",CoréeDuSud,EnCours,+14ans,2020,6,Shōjo,"Fantastique,Drame,Historique,Romance",https://www.japscan.me/imgs/mangas/my-sister-picked-up-the-male-lead.jpg
"
My Son Is A Matchmaker
",Chine,EnCours,+14ans,2020,3,null,"Fantastique,Drame,Historique,Romance",https://www.japscan.me/imgs/mangas/my-son-is-a-matchmaker.jpg
"
My Stepmom's Daughter Was My EX-Girlfriend
",Japon,EnCours,+14ans,2019,3,Shounen,"Drame,SchoolLife,Comédie,Romance,Amour,SliceOfLife",https://www.japscan.me/imgs/mangas/my-stepmom-s-daughter-was-my-ex-girlfriend.jpg
"
Mysterious Honey
",Japon,EnCours,+12ans,2008,2,Shōjo,"Mystère,SchoolLife,TrancheDeVie,Comédie,Ecole,Romance",https://www.japscan.me/imgs/mangas/mysterious-honey.jpg
"
My Succubus Girlfriend
",Japon,EnCours,+12ans,2020,8,null,"Mystère,SchoolLife,TrancheDeVie,Comédie,Ecole,Romance",https://www.japscan.me/imgs/mangas/my-succubus-girlfriend.jpg
"
My Superstar Uncle
",CoréeDuSud,EnCours,+12ans,2020,1,null,"Mystère,SchoolLife,TrancheDeVie,Comédie,Ecole,Romance",https://www.japscan.me/imgs/mangas/my-superstar-uncle.jpg
"
My Teacher, My Love
",Japon,EnCours,+12ans,2013,13,Shōjo,"SchoolLife,Comédie,Ecole,Romance,Amour",https://www.japscan.me/imgs/mangas/my-teacher-my-love.jpg
"
My Three Tyrant Brothers
",CoréeDuSud,EnCours,+14ans,2021,1,Shōjo,"Fantastique,Drame,Comédie,Romance,Webtoon",https://www.japscan.me/imgs/mangas/my-three-tyrant-brothers.jpg
"
Myths From Heaven
",Chine,EnCours,+14ans,2019,3,null,"Fantastique,Drame,Comédie,Romance,Webtoon",https://www.japscan.me/imgs/mangas/myths-from-heaven.jpg
"
My Way Of Killing Gods In Another World
",Chine,EnCours,+12ans,2021,44,Seinen,"Fantastique,SchoolLife,Surnaturel,Action,Sports,Aventure,Combats,Science-fiction,Psychologie,ArtsMartiaux,Webtoon",https://www.japscan.me/imgs/mangas/my-way-of-killing-gods-in-another-world.jpg
"
My Wife Is A Cold-Hearted
",Chine,EnCours,+12ans,null,51,Seinen,"Fantastique,SchoolLife,Surnaturel,Action,Sports,Aventure,Combats,Science-fiction,Psychologie,ArtsMartiaux,Webtoon",https://www.japscan.me/imgs/mangas/my-wife-is-a-cold-hearted.jpg
"
My Wife Is Actually The Empress?
",Chine,EnCours,+14ans,2021,76,Shōnen,"Fantastique,Action,Comédie,Isekai,ArtsMartiaux,Webtoon,Fantasy",https://www.japscan.me/imgs/mangas/my-wife-is-actually-the-empress.jpg
"
My Wife Is A Demon Queen
",Chine,EnCours,+14ans,2017,309,Seinen,"Fantastique,Démons,Aventure,Romance,Isekai,Webtoon,Fantasy,Webcomic,FullColor",https://www.japscan.me/imgs/mangas/my-wife-is-a-demon-queen.jpg
"
My Wife Is A Man
",Japon,Terminé,+12ans,2017,3,"ShounenAi,Shounen","Comédie,Romance,Crossdressing,SliceOfLife",https://www.japscan.me/imgs/mangas/my-wife-is-a-man.jpg
"
My Wife Is From A Thousand Years Ago
",Chine,EnCours,+12ans,2022,11,Shōnen,"Fantastique,Drame,Surnaturel,TrancheDeVie,Romance,VoyageDansLeTemps,Webtoon",https://www.japscan.me/imgs/mangas/my-wife-is-from-a-thousand-years-ago.jpg
"
My Year’s As A Taoist
",Japon,EnCours,+12ans,null,1,Shōnen,"Fantastique,Drame,Surnaturel,TrancheDeVie,Romance,VoyageDansLeTemps,Webtoon",https://www.japscan.me/imgs/mangas/my-year-s-as-a-taoist.jpg
"
My Years As A Taoist
",Japon,EnCours,+12ans,null,1,Shōnen,"Fantastique,Drame,Surnaturel,TrancheDeVie,Romance,VoyageDansLeTemps,Webtoon",https://www.japscan.me/imgs/mangas/my-years-as-a-taoist.jpg
"
My Younger Brother Forces The Flower Path
",CoréeDuSud,EnCours,+12ans,2022,13,null,"Fantastique,Drame,Surnaturel,TrancheDeVie,Romance,VoyageDansLeTemps,Webtoon",https://www.japscan.me/imgs/mangas/my-younger-brother-forces-the-flower-path.jpg
"
My Younger Brother's Friend
",CoréeDuSud,EnCours,+14ans,2021,21,Shōjo,"Drame,SchoolLife,TrancheDeVie,Romance,Harem,Webtoon",https://www.japscan.me/imgs/mangas/my-younger-brother-s-friend.jpg
"
My Young Master Ji Wushuang
",Chine,EnCours,+14ans,2019,10,ShounenAi,"Drame,Historique,Romance",https://www.japscan.me/imgs/mangas/my-young-master-ji-wushuang.jpg
"
MZ
",CoréeDuSud,EnCours,+14ans,2016,5,Seinen,"Drame,Action,Aventure,Science-fiction,Webcomic",https://www.japscan.me/imgs/mangas/mz.jpg
"
Nabari
",Japon,Terminé,+14ans,2004,14,Shōnen,"Suspense,Fantastique,Drame,SchoolLife,Surnaturel,Action,Comédie,Psychologie,Ninjas,ArtsMartiaux",https://www.japscan.me/imgs/mangas/nabari.jpg
"
Naissance D'une Déesse
",Chine,EnCours,+14ans,2020,2,Seinen,"Fantastique,Drame,Comédie,Romance",https://www.japscan.me/imgs/mangas/naissance-d-une-deesse.jpg
"
Nako
",Japon,EnCours,+12ans,2019,3,Shōnen,"Fantastique,Action,Aventure,Combats",https://www.japscan.me/imgs/mangas/nako.jpg
